FORMATION DATE,APPLICATION DATE,UNIT,MIDDLE EXCHANGE RATE
 13.09.2007., 13.09.2007.,1," 79,6503"
 14.09.2007., 14.09.2007.,1," 79,7430"
 14.09.2007., 15.09.2007.,1," 79,7430"
 14.09.2007., 16.09.2007.,1," 79,7430"
 17.09.2007., 17.09.2007.,1," 79,7338"
 18.09.2007., 18.09.2007.,1," 79,6968"
 19.09.2007., 19.09.2007.,1," 79,5338"
 20.09.2007., 20.09.2007.,1," 79,6244"
 21.09.2007., 21.09.2007.,1," 79,4468"
 21.09.2007., 22.09.2007.,1," 79,4468"
 21.09.2007., 23.09.2007.,1," 79,4468"
 24.09.2007., 24.09.2007.,1," 78,9796"
 25.09.2007., 25.09.2007.,1," 78,3847"
 26.09.2007., 26.09.2007.,1," 78,1896"
 27.09.2007., 27.09.2007.,1," 78,4436"
 28.09.2007., 28.09.2007.,1," 78,8606"
 28.09.2007., 29.09.2007.,1," 78,8606"
 28.09.2007., 30.09.2007.,1," 78,8606"
 01.10.2007., 01.10.2007.,1," 78,8946"
 02.10.2007., 02.10.2007.,1," 78,7074"
 03.10.2007., 03.10.2007.,1," 78,6269"
 04.10.2007., 04.10.2007.,1," 78,2337"
 05.10.2007., 05.10.2007.,1," 78,1409"
 05.10.2007., 06.10.2007.,1," 78,1409"
 05.10.2007., 07.10.2007.,1," 78,1409"
 08.10.2007., 08.10.2007.,1," 77,8551"
 09.10.2007., 09.10.2007.,1," 77,9314"
 10.10.2007., 10.10.2007.,1," 77,9018"
 11.10.2007., 11.10.2007.,1," 77,8282"
 12.10.2007., 12.10.2007.,1," 77,6570"
 12.10.2007., 13.10.2007.,1," 77,6570"
 12.10.2007., 14.10.2007.,1," 77,6570"
 15.10.2007., 15.10.2007.,1," 77,2432"
 16.10.2007., 16.10.2007.,1," 77,7352"
 17.10.2007., 17.10.2007.,1," 77,6583"
 18.10.2007., 18.10.2007.,1," 77,4160"
 19.10.2007., 19.10.2007.,1," 77,3433"
 19.10.2007., 20.10.2007.,1," 77,3433"
 19.10.2007., 21.10.2007.,1," 77,3433"
 22.10.2007., 22.10.2007.,1," 77,3393"
 23.10.2007., 23.10.2007.,1," 77,2468"
 24.10.2007., 24.10.2007.,1," 77,2440"
 25.10.2007., 25.10.2007.,1," 77,1448"
 26.10.2007., 26.10.2007.,1," 76,8653"
 26.10.2007., 27.10.2007.,1," 76,8653"
 26.10.2007., 28.10.2007.,1," 76,8653"
 29.10.2007., 29.10.2007.,1," 76,8093"
 30.10.2007., 30.10.2007.,1," 77,1801"
 31.10.2007., 31.10.2007.,1," 77,2400"
 01.11.2007., 01.11.2007.,1," 77,3363"
 02.11.2007., 02.11.2007.,1," 77,5835"
 02.11.2007., 03.11.2007.,1," 77,5835"
 02.11.2007., 04.11.2007.,1," 77,5835"
 05.11.2007., 05.11.2007.,1," 77,3803"
 06.11.2007., 06.11.2007.,1," 77,1982"
 07.11.2007., 07.11.2007.,1," 77,4061"
 08.11.2007., 08.11.2007.,1," 78,1398"
 09.11.2007., 09.11.2007.,1," 78,3048"
 09.11.2007., 10.11.2007.,1," 78,3048"
 09.11.2007., 11.11.2007.,1," 78,3048"
 12.11.2007., 12.11.2007.,1," 77,7487"
 13.11.2007., 13.11.2007.,1," 77,6024"
 14.11.2007., 14.11.2007.,1," 77,8326"
 15.11.2007., 15.11.2007.,1," 77,9565"
 16.11.2007., 16.11.2007.,1," 78,0504"
 16.11.2007., 17.11.2007.,1," 78,0504"
 16.11.2007., 18.11.2007.,1," 78,0504"
 19.11.2007., 19.11.2007.,1," 78,0974"
 20.11.2007., 20.11.2007.,1," 78,2148"
 21.11.2007., 21.11.2007.,1," 78,9461"
 22.11.2007., 22.11.2007.,1," 80,1237"
 23.11.2007., 23.11.2007.,1," 80,8432"
 23.11.2007., 24.11.2007.,1," 80,8432"
 23.11.2007., 25.11.2007.,1," 80,8432"
 26.11.2007., 26.11.2007.,1," 81,2640"
 27.11.2007., 27.11.2007.,1," 81,4711"
 28.11.2007., 28.11.2007.,1," 82,4455"
 29.11.2007., 29.11.2007.,1," 83,6540"
 30.11.2007., 30.11.2007.,1," 84,7540"
 30.11.2007., 01.12.2007.,1," 84,7540"
 30.11.2007., 02.12.2007.,1," 84,7540"
 03.12.2007., 03.12.2007.,1," 84,6776"
 04.12.2007., 04.12.2007.,1," 82,2797"
 05.12.2007., 05.12.2007.,1," 80,4932"
 06.12.2007., 06.12.2007.,1," 79,3232"
 07.12.2007., 07.12.2007.,1," 79,4917"
 07.12.2007., 08.12.2007.,1," 79,4917"
 07.12.2007., 09.12.2007.,1," 79,4917"
 10.12.2007., 10.12.2007.,1," 79,5356"
 11.12.2007., 11.12.2007.,1," 79,6624"
 12.12.2007., 12.12.2007.,1," 79,6947"
 13.12.2007., 13.12.2007.,1," 79,6827"
 14.12.2007., 14.12.2007.,1," 78,5575"
 14.12.2007., 15.12.2007.,1," 78,5575"
 14.12.2007., 16.12.2007.,1," 78,5575"
 17.12.2007., 17.12.2007.,1," 78,3763"
 18.12.2007., 18.12.2007.,1," 78,3996"
 19.12.2007., 19.12.2007.,1," 78,1951"
 20.12.2007., 20.12.2007.,1," 77,9936"
 21.12.2007., 21.12.2007.,1," 77,8942"
 21.12.2007., 22.12.2007.,1," 77,8942"
 21.12.2007., 23.12.2007.,1," 77,8942"
 24.12.2007., 24.12.2007.,1," 77,9068"
 25.12.2007., 25.12.2007.,1," 78,3481"
 26.12.2007., 26.12.2007.,1," 79,4634"
 27.12.2007., 27.12.2007.,1," 81,8139"
 28.12.2007., 28.12.2007.,1," 79,8788"
 28.12.2007., 29.12.2007.,1," 79,8788"
 28.12.2007., 30.12.2007.,1," 79,8788"
 31.12.2007., 31.12.2007.,1," 79,2362"
 31.12.2007., 01.01.2008.,1," 79,2362"
 31.12.2007., 02.01.2008.,1," 79,2362"
 03.01.2008., 03.01.2008.,1," 79,7577"
 04.01.2008., 04.01.2008.,1," 81,7269"
 04.01.2008., 05.01.2008.,1," 81,7269"
 04.01.2008., 06.01.2008.,1," 81,7269"
 04.01.2008., 07.01.2008.,1," 81,7269"
 08.01.2008., 08.01.2008.,1," 82,2041"
 09.01.2008., 09.01.2008.,1," 82,5893"
 10.01.2008., 10.01.2008.,1," 82,6157"
 11.01.2008., 11.01.2008.,1," 82,4622"
 11.01.2008., 12.01.2008.,1," 82,4622"
 11.01.2008., 13.01.2008.,1," 82,4622"
 14.01.2008., 14.01.2008.,1," 82,3210"
 15.01.2008., 15.01.2008.,1," 81,7376"
 16.01.2008., 16.01.2008.,1," 80,8665"
 17.01.2008., 17.01.2008.,1," 81,3455"
 18.01.2008., 18.01.2008.,1," 81,4760"
 18.01.2008., 19.01.2008.,1," 81,4760"
 18.01.2008., 20.01.2008.,1," 81,4760"
 21.01.2008., 21.01.2008.,1," 81,4512"
 22.01.2008., 22.01.2008.,1," 80,3194"
 23.01.2008., 23.01.2008.,1," 80,8504"
 24.01.2008., 24.01.2008.,1," 81,8356"
 25.01.2008., 25.01.2008.,1," 82,6870"
 25.01.2008., 26.01.2008.,1," 82,6870"
 25.01.2008., 27.01.2008.,1," 82,6870"
 28.01.2008., 28.01.2008.,1," 82,9943"
 29.01.2008., 29.01.2008.,1," 82,5882"
 30.01.2008., 30.01.2008.,1," 82,3201"
 31.01.2008., 31.01.2008.,1," 82,7715"
 01.02.2008., 01.02.2008.,1," 82,6286"
 01.02.2008., 02.02.2008.,1," 82,6286"
 01.02.2008., 03.02.2008.,1," 82,6286"
 04.02.2008., 04.02.2008.,1," 82,6509"
 05.02.2008., 05.02.2008.,1," 81,4383"
 06.02.2008., 06.02.2008.,1," 81,5708"
 07.02.2008., 07.02.2008.,1," 82,7998"
 08.02.2008., 08.02.2008.,1," 83,0005"
 08.02.2008., 09.02.2008.,1," 83,0005"
 08.02.2008., 10.02.2008.,1," 83,0005"
 11.02.2008., 11.02.2008.,1," 83,0359"
 12.02.2008., 12.02.2008.,1," 82,9663"
 13.02.2008., 13.02.2008.,1," 83,4789"
 14.02.2008., 14.02.2008.,1," 83,4620"
 14.02.2008., 15.02.2008.,1," 83,4620"
 14.02.2008., 16.02.2008.,1," 83,4620"
 14.02.2008., 17.02.2008.,1," 83,4620"
 18.02.2008., 18.02.2008.,1," 83,3377"
 19.02.2008., 19.02.2008.,1," 83,4361"
 20.02.2008., 20.02.2008.,1," 83,2005"
 21.02.2008., 21.02.2008.,1," 83,1904"
 22.02.2008., 22.02.2008.,1," 83,1792"
 22.02.2008., 23.02.2008.,1," 83,1792"
 22.02.2008., 24.02.2008.,1," 83,1792"
 25.02.2008., 25.02.2008.,1," 82,6893"
 26.02.2008., 26.02.2008.,1," 82,4543"
 27.02.2008., 27.02.2008.,1," 83,0977"
 28.02.2008., 28.02.2008.,1," 83,8286"
 29.02.2008., 29.02.2008.,1," 83,4635"
 29.02.2008., 01.03.2008.,1," 83,4635"
 29.02.2008., 02.03.2008.,1," 83,4635"
 03.03.2008., 03.03.2008.,1," 83,7004"
 04.03.2008., 04.03.2008.,1," 83,6935"
 05.03.2008., 05.03.2008.,1," 83,5720"
 06.03.2008., 06.03.2008.,1," 83,6925"
 07.03.2008., 07.03.2008.,1," 83,5285"
 07.03.2008., 08.03.2008.,1," 83,5285"
 07.03.2008., 09.03.2008.,1," 83,5285"
 10.03.2008., 10.03.2008.,1," 83,3093"
 11.03.2008., 11.03.2008.,1," 83,4261"
 12.03.2008., 12.03.2008.,1," 83,4022"
 13.03.2008., 13.03.2008.,1," 83,4865"
 14.03.2008., 14.03.2008.,1," 83,6262"
 14.03.2008., 15.03.2008.,1," 83,6262"
 14.03.2008., 16.03.2008.,1," 83,6262"
 17.03.2008., 17.03.2008.,1," 83,5194"
 18.03.2008., 18.03.2008.,1," 83,4904"
 19.03.2008., 19.03.2008.,1," 83,4968"
 20.03.2008., 20.03.2008.,1," 83,2870"
 21.03.2008., 21.03.2008.,1," 82,8632"
 21.03.2008., 22.03.2008.,1," 82,8632"
 21.03.2008., 23.03.2008.,1," 82,8632"
 24.03.2008., 24.03.2008.,1," 82,2757"
 25.03.2008., 25.03.2008.,1," 82,0200"
 26.03.2008., 26.03.2008.,1," 82,4125"
 27.03.2008., 27.03.2008.,1," 82,3107"
 28.03.2008., 28.03.2008.,1," 82,3423"
 28.03.2008., 29.03.2008.,1," 82,3423"
 28.03.2008., 30.03.2008.,1," 82,3423"
 31.03.2008., 31.03.2008.,1," 82,3146"
 01.04.2008., 01.04.2008.,1," 82,2641"
 02.04.2008., 02.04.2008.,1," 81,6961"
 03.04.2008., 03.04.2008.,1," 81,0827"
 04.04.2008., 04.04.2008.,1," 80,9351"
 04.04.2008., 05.04.2008.,1," 80,9351"
 04.04.2008., 06.04.2008.,1," 80,9351"
 07.04.2008., 07.04.2008.,1," 80,9191"
 08.04.2008., 08.04.2008.,1," 81,7831"
 09.04.2008., 09.04.2008.,1," 81,9666"
 10.04.2008., 10.04.2008.,1," 81,9207"
 11.04.2008., 11.04.2008.,1," 81,7958"
 11.04.2008., 12.04.2008.,1," 81,7958"
 11.04.2008., 13.04.2008.,1," 81,7958"
 14.04.2008., 14.04.2008.,1," 80,9785"
 15.04.2008., 15.04.2008.,1," 81,1012"
 16.04.2008., 16.04.2008.,1," 81,0188"
 17.04.2008., 17.04.2008.,1," 80,8620"
 18.04.2008., 18.04.2008.,1," 80,6207"
 18.04.2008., 19.04.2008.,1," 80,6207"
 18.04.2008., 20.04.2008.,1," 80,6207"
 21.04.2008., 21.04.2008.,1," 80,6075"
 22.04.2008., 22.04.2008.,1," 80,7034"
 23.04.2008., 23.04.2008.,1," 80,5484"
 24.04.2008., 24.04.2008.,1," 79,9357"
 24.04.2008., 25.04.2008.,1," 79,9357"
 24.04.2008., 26.04.2008.,1," 79,9357"
 24.04.2008., 27.04.2008.,1," 79,9357"
 24.04.2008., 28.04.2008.,1," 79,9357"
 29.04.2008., 29.04.2008.,1," 79,7047"
 30.04.2008., 30.04.2008.,1," 80,1295"
 30.04.2008., 01.05.2008.,1," 80,1295"
 30.04.2008., 02.05.2008.,1," 80,1295"
 30.04.2008., 03.05.2008.,1," 80,1295"
 30.04.2008., 04.05.2008.,1," 80,1295"
 05.05.2008., 05.05.2008.,1," 80,6571"
 06.05.2008., 06.05.2008.,1," 81,1042"
 07.05.2008., 07.05.2008.,1," 83,0788"
 08.05.2008., 08.05.2008.,1," 82,9254"
 09.05.2008., 09.05.2008.,1," 83,5138"
 09.05.2008., 10.05.2008.,1," 83,5138"
 09.05.2008., 11.05.2008.,1," 83,5138"
 12.05.2008., 12.05.2008.,1," 83,8674"
 13.05.2008., 13.05.2008.,1," 82,6003"
 14.05.2008., 14.05.2008.,1," 82,6238"
 15.05.2008., 15.05.2008.,1," 82,8149"
 16.05.2008., 16.05.2008.,1," 82,3230"
 16.05.2008., 17.05.2008.,1," 82,3230"
 16.05.2008., 18.05.2008.,1," 82,3230"
 19.05.2008., 19.05.2008.,1," 81,9966"
 20.05.2008., 20.05.2008.,1," 81,7237"
 21.05.2008., 21.05.2008.,1," 81,5831"
 22.05.2008., 22.05.2008.,1," 81,6138"
 23.05.2008., 23.05.2008.,1," 81,2464"
 23.05.2008., 24.05.2008.,1," 81,2464"
 23.05.2008., 25.05.2008.,1," 81,2464"
 26.05.2008., 26.05.2008.,1," 80,7545"
 27.05.2008., 27.05.2008.,1," 80,9812"
 28.05.2008., 28.05.2008.,1," 81,0253"
 29.05.2008., 29.05.2008.,1," 81,5153"
 30.05.2008., 30.05.2008.,1," 82,4302"
 30.05.2008., 31.05.2008.,1," 82,4302"
 30.05.2008., 01.06.2008.,1," 82,4302"
 02.06.2008., 02.06.2008.,1," 82,4670"
 03.06.2008., 03.06.2008.,1," 82,6206"
 04.06.2008., 04.06.2008.,1," 82,1689"
 05.06.2008., 05.06.2008.,1," 81,7399"
 06.06.2008., 06.06.2008.,1," 81,6732"
 06.06.2008., 07.06.2008.,1," 81,6732"
 06.06.2008., 08.06.2008.,1," 81,6732"
 09.06.2008., 09.06.2008.,1," 81,4538"
 10.06.2008., 10.06.2008.,1," 80,2982"
 11.06.2008., 11.06.2008.,1," 80,3287"
 12.06.2008., 12.06.2008.,1," 79,7409"
 13.06.2008., 13.06.2008.,1," 79,3117"
 13.06.2008., 14.06.2008.,1," 79,3117"
 13.06.2008., 15.06.2008.,1," 79,3117"
 16.06.2008., 16.06.2008.,1," 79,0738"
 17.06.2008., 17.06.2008.,1," 79,0210"
 18.06.2008., 18.06.2008.,1," 79,6131"
 19.06.2008., 19.06.2008.,1," 80,3466"
 20.06.2008., 20.06.2008.,1," 80,0635"
 20.06.2008., 21.06.2008.,1," 80,0635"
 20.06.2008., 22.06.2008.,1," 80,0635"
 23.06.2008., 23.06.2008.,1," 79,5891"
 24.06.2008., 24.06.2008.,1," 79,1266"
 25.06.2008., 25.06.2008.,1," 79,1866"
 26.06.2008., 26.06.2008.,1," 79,1219"
 27.06.2008., 27.06.2008.,1," 79,2416"
 27.06.2008., 28.06.2008.,1," 79,2416"
 27.06.2008., 29.06.2008.,1," 79,2416"
 30.06.2008., 30.06.2008.,1," 78,9784"
 01.07.2008., 01.07.2008.,1," 78,6555"
 02.07.2008., 02.07.2008.,1," 78,7518"
 03.07.2008., 03.07.2008.,1," 79,0553"
 04.07.2008., 04.07.2008.,1," 78,7090"
 04.07.2008., 05.07.2008.,1," 78,7090"
 04.07.2008., 06.07.2008.,1," 78,7090"
 07.07.2008., 07.07.2008.,1," 78,8168"
 08.07.2008., 08.07.2008.,1," 78,9643"
 09.07.2008., 09.07.2008.,1," 79,0171"
 10.07.2008., 10.07.2008.,1," 78,8107"
 11.07.2008., 11.07.2008.,1," 78,8048"
 11.07.2008., 12.07.2008.,1," 78,8048"
 11.07.2008., 13.07.2008.,1," 78,8048"
 14.07.2008., 14.07.2008.,1," 78,6483"
 15.07.2008., 15.07.2008.,1," 78,5294"
 16.07.2008., 16.07.2008.,1," 78,4045"
 17.07.2008., 17.07.2008.,1," 78,4482"
 18.07.2008., 18.07.2008.,1," 78,3865"
 18.07.2008., 19.07.2008.,1," 78,3865"
 18.07.2008., 20.07.2008.,1," 78,3865"
 21.07.2008., 21.07.2008.,1," 78,3210"
 22.07.2008., 22.07.2008.,1," 78,6590"
 23.07.2008., 23.07.2008.,1," 78,1581"
 24.07.2008., 24.07.2008.,1," 77,4727"
 25.07.2008., 25.07.2008.,1," 77,8445"
 25.07.2008., 26.07.2008.,1," 77,8445"
 25.07.2008., 27.07.2008.,1," 77,8445"
 28.07.2008., 28.07.2008.,1," 77,8656"
 29.07.2008., 29.07.2008.,1," 77,7601"
 30.07.2008., 30.07.2008.,1," 77,4967"
 31.07.2008., 31.07.2008.,1," 76,9939"
 01.08.2008., 01.08.2008.,1," 76,8574"
 01.08.2008., 02.08.2008.,1," 76,8574"
 01.08.2008., 03.08.2008.,1," 76,8574"
 04.08.2008., 04.08.2008.,1," 76,7065"
 05.08.2008., 05.08.2008.,1," 76,4988"
 06.08.2008., 06.08.2008.,1," 75,9361"
 07.08.2008., 07.08.2008.,1," 75,7543"
 08.08.2008., 08.08.2008.,1," 75,9881"
 08.08.2008., 09.08.2008.,1," 75,9881"
 08.08.2008., 10.08.2008.,1," 75,9881"
 11.08.2008., 11.08.2008.,1," 76,1293"
 12.08.2008., 12.08.2008.,1," 77,0609"
 13.08.2008., 13.08.2008.,1," 77,3652"
 14.08.2008., 14.08.2008.,1," 77,3910"
 15.08.2008., 15.08.2008.,1," 76,7733"
 15.08.2008., 16.08.2008.,1," 76,7733"
 15.08.2008., 17.08.2008.,1," 76,7733"
 18.08.2008., 18.08.2008.,1," 76,6155"
 19.08.2008., 19.08.2008.,1," 76,9144"
 20.08.2008., 20.08.2008.,1," 76,6886"
 21.08.2008., 21.08.2008.,1," 76,5838"
 22.08.2008., 22.08.2008.,1," 76,2647"
 22.08.2008., 23.08.2008.,1," 76,2647"
 22.08.2008., 24.08.2008.,1," 76,2647"
 25.08.2008., 25.08.2008.,1," 76,0890"
 26.08.2008., 26.08.2008.,1," 76,2752"
 27.08.2008., 27.08.2008.,1," 76,5560"
 28.08.2008., 28.08.2008.,1," 76,6934"
 29.08.2008., 29.08.2008.,1," 76,4442"
 29.08.2008., 30.08.2008.,1," 76,4442"
 29.08.2008., 31.08.2008.,1," 76,4442"
 01.09.2008., 01.09.2008.,1," 76,1816"
 02.09.2008., 02.09.2008.,1," 76,2774"
 03.09.2008., 03.09.2008.,1," 76,5139"
 04.09.2008., 04.09.2008.,1," 76,6726"
 05.09.2008., 05.09.2008.,1," 76,8155"
 05.09.2008., 06.09.2008.,1," 76,8155"
 05.09.2008., 07.09.2008.,1," 76,8155"
 08.09.2008., 08.09.2008.,1," 76,6158"
 09.09.2008., 09.09.2008.,1," 76,6440"
 10.09.2008., 10.09.2008.,1," 76,4684"
 11.09.2008., 11.09.2008.,1," 76,4593"
 12.09.2008., 12.09.2008.,1," 76,5215"
 12.09.2008., 13.09.2008.,1," 76,5215"
 12.09.2008., 14.09.2008.,1," 76,5215"
 15.09.2008., 15.09.2008.,1," 76,4190"
 16.09.2008., 16.09.2008.,1," 76,1734"
 17.09.2008., 17.09.2008.,1," 76,1870"
 18.09.2008., 18.09.2008.,1," 75,9527"
 19.09.2008., 19.09.2008.,1," 76,3119"
 19.09.2008., 20.09.2008.,1," 76,3119"
 19.09.2008., 21.09.2008.,1," 76,3119"
 22.09.2008., 22.09.2008.,1," 76,4948"
 23.09.2008., 23.09.2008.,1," 76,2175"
 24.09.2008., 24.09.2008.,1," 76,3201"
 25.09.2008., 25.09.2008.,1," 76,4418"
 26.09.2008., 26.09.2008.,1," 76,3924"
 26.09.2008., 27.09.2008.,1," 76,3924"
 26.09.2008., 28.09.2008.,1," 76,3924"
 29.09.2008., 29.09.2008.,1," 76,6189"
 30.09.2008., 30.09.2008.,1," 76,5972"
 01.10.2008., 01.10.2008.,1," 76,7350"
 02.10.2008., 02.10.2008.,1," 76,7604"
 03.10.2008., 03.10.2008.,1," 76,6899"
 03.10.2008., 04.10.2008.,1," 76,6899"
 03.10.2008., 05.10.2008.,1," 76,6899"
 06.10.2008., 06.10.2008.,1," 77,6504"
 07.10.2008., 07.10.2008.,1," 79,1725"
 08.10.2008., 08.10.2008.,1," 80,0352"
 09.10.2008., 09.10.2008.,1," 80,2279"
 10.10.2008., 10.10.2008.,1," 79,9850"
 10.10.2008., 11.10.2008.,1," 79,9850"
 10.10.2008., 12.10.2008.,1," 79,9850"
 13.10.2008., 13.10.2008.,1," 80,3710"
 14.10.2008., 14.10.2008.,1," 81,2203"
 15.10.2008., 15.10.2008.,1," 81,9848"
 16.10.2008., 16.10.2008.,1," 82,6687"
 17.10.2008., 17.10.2008.,1," 82,9924"
 17.10.2008., 18.10.2008.,1," 82,9924"
 17.10.2008., 19.10.2008.,1," 82,9924"
 20.10.2008., 20.10.2008.,1," 82,2641"
 21.10.2008., 21.10.2008.,1," 81,5393"
 22.10.2008., 22.10.2008.,1," 81,0721"
 23.10.2008., 23.10.2008.,1," 82,2416"
 24.10.2008., 24.10.2008.,1," 83,0872"
 24.10.2008., 25.10.2008.,1," 83,0872"
 24.10.2008., 26.10.2008.,1," 83,0872"
 27.10.2008., 27.10.2008.,1," 83,9723"
 28.10.2008., 28.10.2008.,1," 84,4743"
 29.10.2008., 29.10.2008.,1," 84,7342"
 30.10.2008., 30.10.2008.,1," 84,9286"
 31.10.2008., 31.10.2008.,1," 84,9910"
 31.10.2008., 01.11.2008.,1," 84,9910"
 31.10.2008., 02.11.2008.,1," 84,9910"
 03.11.2008., 03.11.2008.,1," 84,5998"
 04.11.2008., 04.11.2008.,1," 84,2687"
 05.11.2008., 05.11.2008.,1," 85,3117"
 06.11.2008., 06.11.2008.,1," 85,8447"
 07.11.2008., 07.11.2008.,1," 86,7984"
 07.11.2008., 08.11.2008.,1," 86,7984"
 07.11.2008., 09.11.2008.,1," 86,7984"
 10.11.2008., 10.11.2008.,1," 85,5389"
 11.11.2008., 11.11.2008.,1," 85,1717"
 12.11.2008., 12.11.2008.,1," 84,6547"
 13.11.2008., 13.11.2008.,1," 84,5544"
 14.11.2008., 14.11.2008.,1," 84,8734"
 14.11.2008., 15.11.2008.,1," 84,8734"
 14.11.2008., 16.11.2008.,1," 84,8734"
 17.11.2008., 17.11.2008.,1," 85,1383"
 18.11.2008., 18.11.2008.,1," 86,4385"
 19.11.2008., 19.11.2008.,1," 86,8931"
 20.11.2008., 20.11.2008.,1," 87,6006"
 21.11.2008., 21.11.2008.,1," 88,2883"
 21.11.2008., 22.11.2008.,1," 88,2883"
 21.11.2008., 23.11.2008.,1," 88,2883"
 24.11.2008., 24.11.2008.,1," 87,7769"
 25.11.2008., 25.11.2008.,1," 88,5089"
 26.11.2008., 26.11.2008.,1," 88,7712"
 27.11.2008., 27.11.2008.,1," 88,7875"
 28.11.2008., 28.11.2008.,1," 89,1953"
 28.11.2008., 29.11.2008.,1," 89,1953"
 28.11.2008., 30.11.2008.,1," 89,1953"
 01.12.2008., 01.12.2008.,1," 89,5083"
 02.12.2008., 02.12.2008.,1," 89,7518"
 03.12.2008., 03.12.2008.,1," 90,5965"
 04.12.2008., 04.12.2008.,1," 91,6317"
 05.12.2008., 05.12.2008.,1," 89,4884"
 05.12.2008., 06.12.2008.,1," 89,4884"
 05.12.2008., 07.12.2008.,1," 89,4884"
 08.12.2008., 08.12.2008.,1," 86,2667"
 09.12.2008., 09.12.2008.,1," 84,7585"
 10.12.2008., 10.12.2008.,1," 84,0138"
 11.12.2008., 11.12.2008.,1," 85,2808"
 12.12.2008., 12.12.2008.,1," 86,0474"
 12.12.2008., 13.12.2008.,1," 86,0474"
 12.12.2008., 14.12.2008.,1," 86,0474"
 15.12.2008., 15.12.2008.,1," 87,5617"
 16.12.2008., 16.12.2008.,1," 86,0922"
 17.12.2008., 17.12.2008.,1," 85,9688"
 18.12.2008., 18.12.2008.,1," 85,5681"
 19.12.2008., 19.12.2008.,1," 85,9956"
 19.12.2008., 20.12.2008.,1," 85,9956"
 19.12.2008., 21.12.2008.,1," 85,9956"
 22.12.2008., 22.12.2008.,1," 85,9340"
 23.12.2008., 23.12.2008.,1," 85,6207"
 24.12.2008., 24.12.2008.,1," 87,0755"
 25.12.2008., 25.12.2008.,1," 87,8738"
 26.12.2008., 26.12.2008.,1," 88,1216"
 26.12.2008., 27.12.2008.,1," 88,1216"
 26.12.2008., 28.12.2008.,1," 88,1216"
 29.12.2008., 29.12.2008.,1," 87,7635"
 30.12.2008., 30.12.2008.,1," 88,3849"
 31.12.2008., 31.12.2008.,1," 88,6010"
 31.12.2008., 01.01.2009.,1," 88,6010"
 31.12.2008., 02.01.2009.,1," 88,6010"
 31.12.2008., 03.01.2009.,1," 88,6010"
 31.12.2008., 04.01.2009.,1," 88,6010"
 05.01.2009., 05.01.2009.,1," 89,5436"
 06.01.2009., 06.01.2009.,1," 90,9372"
 06.01.2009., 07.01.2009.,1," 90,9372"
 08.01.2009., 08.01.2009.,1," 93,0690"
 09.01.2009., 09.01.2009.,1," 94,3878"
 09.01.2009., 10.01.2009.,1," 94,3878"
 09.01.2009., 11.01.2009.,1," 94,3878"
 12.01.2009., 12.01.2009.,1," 94,1413"
 13.01.2009., 13.01.2009.,1," 92,1343"
 14.01.2009., 14.01.2009.,1," 92,0368"
 15.01.2009., 15.01.2009.,1," 93,1127"
 16.01.2009., 16.01.2009.,1," 93,0163"
 16.01.2009., 17.01.2009.,1," 93,0163"
 16.01.2009., 18.01.2009.,1," 93,0163"
 19.01.2009., 19.01.2009.,1," 92,3840"
 20.01.2009., 20.01.2009.,1," 94,3217"
 21.01.2009., 21.01.2009.,1," 94,0069"
 22.01.2009., 22.01.2009.,1," 93,5008"
 23.01.2009., 23.01.2009.,1," 94,0667"
 23.01.2009., 24.01.2009.,1," 94,0667"
 23.01.2009., 25.01.2009.,1," 94,0667"
 26.01.2009., 26.01.2009.,1," 95,4564"
 27.01.2009., 27.01.2009.,1," 95,6565"
 28.01.2009., 28.01.2009.,1," 96,3388"
 29.01.2009., 29.01.2009.,1," 94,4579"
 30.01.2009., 30.01.2009.,1," 94,1012"
 30.01.2009., 31.01.2009.,1," 94,1012"
 30.01.2009., 01.02.2009.,1," 94,1012"
 02.02.2009., 02.02.2009.,1," 94,7192"
 03.02.2009., 03.02.2009.,1," 94,8203"
 04.02.2009., 04.02.2009.,1," 93,7285"
 05.02.2009., 05.02.2009.,1," 92,8270"
 06.02.2009., 06.02.2009.,1," 91,9553"
 06.02.2009., 07.02.2009.,1," 91,9553"
 06.02.2009., 08.02.2009.,1," 91,9553"
 09.02.2009., 09.02.2009.,1," 91,8676"
 10.02.2009., 10.02.2009.,1," 92,0966"
 11.02.2009., 11.02.2009.,1," 92,3004"
 12.02.2009., 12.02.2009.,1," 93,1318"
 13.02.2009., 13.02.2009.,1," 93,6864"
 13.02.2009., 14.02.2009.,1," 93,6864"
 13.02.2009., 15.02.2009.,1," 93,6864"
 13.02.2009., 16.02.2009.,1," 93,6864"
 17.02.2009., 17.02.2009.,1," 93,8063"
 18.02.2009., 18.02.2009.,1," 94,2713"
 19.02.2009., 19.02.2009.,1," 94,5299"
 20.02.2009., 20.02.2009.,1," 94,7521"
 20.02.2009., 21.02.2009.,1," 94,7521"
 20.02.2009., 22.02.2009.,1," 94,7521"
 23.02.2009., 23.02.2009.,1," 95,2499"
 24.02.2009., 24.02.2009.,1," 94,4315"
 25.02.2009., 25.02.2009.,1," 94,1739"
 26.02.2009., 26.02.2009.,1," 93,8941"
 27.02.2009., 27.02.2009.,1," 93,8022"
 27.02.2009., 28.02.2009.,1," 93,8022"
 27.02.2009., 01.03.2009.,1," 93,8022"
